timestamp,dht_temperature,thermocouple_temperature,humidity,light,rain
2025-01-28 01:19:13.356868,18.7,20.75,64.0,560.0,False
2025-01-28 01:19:19.435070,18.7,20.75,64.0,561.0,False
2025-01-28 01:19:25.507685,18.7,20.75,64.0,560.0,False
2025-01-28 01:19:31.568221,18.7,20.75,64.0,560.0,False
2025-01-28 01:19:37.645349,18.7,20.75,64.0,557.0,False
2025-01-28 01:19:43.733800,18.7,20.75,64.0,553.0,False
2025-01-28 01:19:49.800304,18.7,20.75,64.0,555.0,False
2025-01-28 01:19:55.865808,18.7,20.75,64.0,546.0,False
2025-01-28 01:20:01.925943,18.7,20.75,64.0,560.0,False
2025-01-28 01:20:07.976843,18.7,20.75,64.0,558.0,False
2025-01-28 01:20:14.059944,18.7,20.75,64.0,555.0,False
2025-01-28 01:20:20.157706,18.7,20.75,64.0,557.0,False
2025-01-28 01:20:26.226736,18.7,20.75,64.0,555.0,False
2025-01-28 01:20:32.308841,18.7,20.75,64.0,557.0,False
2025-01-28 01:20:38.394868,18.7,20.75,64.0,555.0,False
2025-01-28 01:20:44.479889,18.7,20.75,64.0,560.0,False
2025-01-28 01:20:50.565248,18.7,20.75,64.0,561.0,False
2025-01-28 01:20:56.649012,18.7,20.75,64.0,561.0,False
2025-01-28 01:21:02.715571,18.7,20.75,64.0,561.0,False
2025-01-28 01:21:08.783421,18.7,20.75,64.0,557.0,False
2025-01-28 01:21:14.866933,18.7,20.75,64.0,554.0,False
2025-01-28 01:21:20.953764,18.7,20.75,64.0,554.0,False
2025-01-28 01:21:27.049852,18.7,20.75,64.0,554.0,False
2025-01-28 01:21:33.132177,18.7,20.75,64.0,553.0,False
2025-01-28 01:21:39.207416,18.7,20.75,64.0,554.0,False
2025-01-28 01:21:45.274816,18.7,20.75,64.0,559.0,False
2025-01-28 01:21:51.358602,18.7,20.75,64.0,560.0,False
2025-01-28 01:21:57.438407,18.7,20.75,64.0,563.0,False
2025-01-28 01:22:03.519442,18.7,20.75,64.0,560.0,False
2025-01-28 01:22:09.610797,18.7,20.75,64.0,559.0,False
2025-01-28 01:22:15.691749,18.7,20.75,64.0,558.0,False
2025-01-28 01:22:21.742657,18.7,20.75,64.0,554.0,False
2025-01-28 01:22:27.832784,18.7,20.75,64.0,555.0,False
2025-01-28 01:22:33.914673,18.7,20.75,64.0,554.0,False
2025-01-28 01:22:39.991686,18.7,20.75,64.0,557.0,False
2025-01-28 01:22:46.068764,18.7,20.75,64.0,559.0,False
2025-01-28 01:22:52.126853,18.7,20.75,64.0,559.0,False
2025-01-28 01:22:58.208213,18.7,20.75,64.0,560.0,False
2025-01-28 01:23:04.279797,18.7,20.75,64.0,563.0,False
2025-01-28 01:23:10.355507,18.7,20.75,64.0,560.0,False
2025-01-28 01:23:16.416733,18.7,20.75,64.0,559.0,False
2025-01-28 01:23:22.489698,18.7,20.75,64.0,551.0,False
2025-01-28 01:23:28.568803,18.7,20.75,64.0,553.0,False
2025-01-28 01:23:34.649789,18.7,20.75,64.0,549.0,False
2025-01-28 01:23:40.723538,18.7,20.75,64.0,555.0,False
2025-01-28 01:23:46.774539,18.7,20.75,64.0,562.0,False
2025-01-28 01:23:52.863597,18.7,20.75,64.0,535.0,False
2025-01-28 01:23:58.936785,18.7,20.75,64.0,555.0,False
2025-01-28 01:24:05.027440,18.7,20.75,64.0,553.0,False
2025-01-28 01:24:11.116729,18.7,20.75,64.0,553.0,False
2025-01-28 01:24:17.192349,18.7,20.75,64.0,558.0,False
2025-01-28 01:24:23.276649,18.7,20.75,64.0,558.0,False
2025-01-28 01:24:29.370395,18.7,20.75,64.0,571.0,False
2025-01-28 01:24:35.450441,18.7,20.75,64.0,560.0,False
2025-01-28 01:24:41.526658,18.7,20.75,64.0,563.0,False
2025-01-28 01:24:47.613767,18.7,20.75,64.0,560.0,False
2025-01-28 01:24:53.663510,18.7,20.75,64.0,560.0,False
2025-01-28 01:24:59.737965,18.7,20.75,64.0,557.0,False
2025-01-28 01:25:05.814453,18.7,20.75,64.0,553.0,False
2025-01-28 01:25:11.895380,18.7,20.75,64.0,557.0,False
2025-01-28 01:25:17.976541,18.7,20.75,64.0,553.0,False
2025-01-28 01:25:24.058125,18.7,20.75,64.0,554.0,False
2025-01-28 01:25:30.138338,18.7,20.75,64.0,560.0,False
2025-01-28 01:25:36.206297,18.7,20.75,64.0,560.0,False
2025-01-28 01:25:42.287981,18.7,20.75,64.0,562.0,False
2025-01-28 01:25:48.372209,18.7,20.75,64.0,560.0,False
2025-01-28 01:25:54.443139,18.7,20.75,64.0,553.0,False
2025-01-28 01:26:00.529297,18.7,20.75,64.0,542.0,False
2025-01-28 01:26:06.612362,18.7,20.75,64.0,554.0,False
2025-01-28 01:26:12.695516,18.7,20.75,64.0,550.0,False
2025-01-28 01:26:18.771422,18.7,20.75,64.0,560.0,False
2025-01-28 01:26:24.853561,18.7,20.75,64.0,545.0,False
2025-01-28 01:26:30.935274,18.7,20.75,64.0,565.0,False
2025-01-28 01:26:37.019539,18.7,20.75,64.0,560.0,False
2025-01-28 01:26:43.090041,18.7,20.75,64.0,560.0,False
2025-01-28 01:26:49.181183,18.7,20.75,64.0,559.0,False
2025-01-28 01:26:55.244562,18.7,20.75,64.0,560.0,False
2025-01-28 01:27:01.329909,18.7,20.75,64.0,544.0,False
2025-01-28 01:27:07.417010,18.7,20.75,64.0,560.0,False
2025-01-28 01:27:13.492478,18.7,20.75,64.0,555.0,False
2025-01-28 01:27:19.552112,18.7,20.75,64.0,551.0,False
2025-01-28 01:27:25.645359,18.7,20.75,64.0,558.0,False
2025-01-28 01:27:31.724496,18.7,20.75,64.0,557.0,False
2025-01-28 01:27:37.799947,18.7,20.75,64.0,559.0,False
2025-01-28 01:27:43.871610,18.7,20.75,64.0,575.0,False
2025-01-28 01:27:49.959108,18.7,20.75,64.0,538.0,False
2025-01-28 01:27:56.031556,18.7,20.75,64.0,550.0,False
2025-01-28 01:28:02.101112,18.7,20.75,64.0,555.0,False
2025-01-28 01:28:08.167093,18.7,20.75,64.0,559.0,False
2025-01-28 01:28:14.246621,18.7,20.75,64.0,558.0,False
2025-01-28 01:28:20.290392,18.7,20.75,64.0,563.0,False
2025-01-28 01:28:26.377262,18.7,20.75,64.0,565.0,False
2025-01-28 01:28:32.453777,18.7,20.75,64.0,559.0,False
2025-01-28 01:28:38.544137,18.7,20.75,64.0,559.0,False
2025-01-28 01:28:44.616574,18.7,20.75,64.0,556.0,False
2025-01-28 01:28:50.684425,18.7,20.75,64.0,553.0,False
2025-01-28 01:28:56.749210,18.7,20.75,64.0,550.0,False
2025-01-28 01:29:02.834970,18.7,20.75,64.0,555.0,False
2025-01-28 01:29:08.905916,18.7,20.75,64.0,567.0,False
2025-01-28 01:29:15.001415,18.7,20.75,64.0,558.0,False
2025-01-28 01:29:21.056157,18.7,20.75,64.0,560.0,False
2025-01-28 01:29:27.127268,18.7,20.75,64.0,561.0,False
2025-01-28 01:29:33.202639,18.7,20.75,64.0,560.0,False
2025-01-28 01:29:39.273847,18.7,20.75,64.0,556.0,False
2025-01-28 01:29:45.357677,18.7,20.75,64.0,557.0,False
2025-01-28 01:29:51.438899,18.7,20.75,64.0,554.0,False
2025-01-28 01:29:57.504373,18.7,20.75,64.0,554.0,False
2025-01-28 01:30:03.567613,18.7,20.75,64.0,555.0,False
2025-01-28 01:30:09.637150,18.7,20.75,64.0,553.0,False
2025-01-28 01:30:15.716656,18.7,20.75,64.0,555.0,False
2025-01-28 01:30:21.791118,18.7,20.75,64.0,560.0,False
2025-01-28 01:30:27.860197,18.7,20.75,64.0,561.0,False
2025-01-28 01:30:33.926938,18.7,20.75,64.0,558.0,False
2025-01-28 01:30:39.980588,18.7,20.75,64.0,560.0,False
2025-01-28 01:30:46.051010,18.7,20.75,64.0,554.0,False
2025-01-28 01:30:52.105791,18.7,20.75,64.0,570.0,False
2025-01-28 01:30:58.173285,18.7,20.75,64.0,553.0,False
2025-01-28 01:31:04.250377,18.7,20.75,64.0,542.0,False
2025-01-28 01:31:10.317105,18.7,20.75,64.0,557.0,False
2025-01-28 01:31:16.376630,18.7,20.75,64.0,560.0,False
2025-01-28 01:31:22.451453,18.7,20.75,64.0,557.0,False
2025-01-28 01:31:28.534546,18.7,20.75,64.0,562.0,False
2025-01-28 01:31:34.600120,18.7,20.75,64.0,562.0,False
2025-01-28 01:31:40.681563,18.7,20.75,64.0,558.0,False
2025-01-28 01:31:46.764409,18.7,20.75,64.0,545.0,False
2025-01-28 01:31:52.842005,18.7,20.75,64.0,559.0,False
2025-01-28 01:31:58.933873,18.7,20.75,64.0,559.0,False
2025-01-28 01:32:04.998482,18.7,20.75,64.0,549.0,False
2025-01-28 01:32:11.063404,18.7,20.75,64.0,560.0,False
2025-01-28 01:32:17.115961,18.7,20.75,64.0,560.0,False
2025-01-28 01:32:23.195980,18.7,20.75,64.0,558.0,False
2025-01-28 01:32:29.254307,18.7,20.75,64.0,555.0,False
2025-01-28 01:32:35.336900,18.7,20.75,64.0,555.0,False
2025-01-28 01:32:41.405944,18.7,20.75,64.0,554.0,False
2025-01-28 01:32:47.469546,18.7,20.75,64.0,554.0,False
2025-01-28 01:32:53.540626,18.7,20.75,64.0,558.0,False
2025-01-28 01:32:59.622410,18.7,20.75,64.0,558.0,False
2025-01-28 01:33:05.699913,18.7,20.75,64.0,560.0,False
2025-01-28 01:33:11.747863,18.7,20.75,64.0,560.0,False
2025-01-28 01:33:17.819519,18.7,20.75,64.0,558.0,False
2025-01-28 01:33:23.896170,18.7,20.75,64.0,558.0,False
2025-01-28 01:33:29.972941,18.7,20.75,64.0,557.0,False
2025-01-28 01:33:36.035519,18.7,20.75,64.0,552.0,False
2025-01-28 01:33:42.113020,18.7,20.75,64.0,558.0,False
2025-01-28 01:33:48.181683,18.7,20.75,64.0,555.0,False
2025-01-28 01:33:54.243289,18.7,20.75,64.0,555.0,False
2025-01-28 01:34:00.325985,18.7,20.75,64.0,560.0,False
2025-01-28 01:34:06.395160,18.7,20.75,64.0,561.0,False
2025-01-28 01:34:12.456382,18.7,20.75,64.0,561.0,False
2025-01-28 01:34:18.514734,18.7,20.75,64.0,559.0,False
2025-01-28 01:34:24.585603,18.7,20.75,64.0,555.0,False
2025-01-28 01:34:30.673861,18.7,20.75,64.0,566.0,False
2025-01-28 01:34:36.739414,18.7,20.75,64.0,554.0,False
2025-01-28 01:34:42.821446,18.7,20.75,64.0,557.0,False
2025-01-28 01:34:48.893171,18.7,20.75,64.0,556.0,False
2025-01-28 01:34:54.954350,18.7,20.75,64.0,559.0,False
2025-01-28 01:35:01.021952,18.7,20.75,64.0,559.0,False
2025-01-28 01:35:07.102572,18.7,20.75,64.0,550.0,False
2025-01-28 01:35:13.182216,18.7,20.75,64.0,562.0,False
2025-01-28 01:35:19.240951,18.7,20.75,64.0,559.0,False
2025-01-28 01:35:25.313765,18.7,20.75,64.0,555.0,False
2025-01-28 01:35:31.377719,18.7,20.75,64.0,555.0,False
2025-01-28 01:35:37.458990,18.7,20.75,64.0,551.0,False
2025-01-28 01:35:43.527696,18.7,20.75,64.0,543.0,False
2025-01-28 01:35:49.607383,18.7,20.75,64.0,560.0,False
2025-01-28 01:35:55.697518,18.7,20.75,64.0,560.0,False
2025-01-28 01:36:01.779147,18.7,20.75,64.0,555.0,False
2025-01-28 01:36:07.866308,18.7,20.75,64.0,556.0,False
2025-01-28 01:36:13.947379,18.7,20.75,64.0,550.0,False
2025-01-28 01:36:20.025926,18.7,20.75,64.0,554.0,False
2025-01-28 01:36:26.107161,18.7,20.75,64.0,554.0,False
2025-01-28 01:36:32.182239,18.7,20.75,64.0,550.0,False
2025-01-28 01:36:38.266361,18.7,20.75,64.0,558.0,False
2025-01-28 01:36:44.345424,18.7,20.75,64.0,560.0,False
2025-01-28 01:36:50.415419,18.7,20.75,64.0,561.0,False
2025-01-28 01:36:56.489367,18.7,20.75,64.0,560.0,False
2025-01-28 01:37:02.573473,18.7,20.75,64.0,568.0,False
2025-01-28 01:37:08.646038,18.7,20.75,64.0,555.0,False
2025-01-28 01:37:14.718223,18.7,20.75,64.0,553.0,False
2025-01-28 01:37:20.816403,18.7,20.75,64.0,553.0,False
2025-01-28 01:37:26.890413,18.7,20.75,64.0,556.0,False
2025-01-28 01:37:32.989850,18.7,20.75,64.0,563.0,False
2025-01-28 01:37:39.050866,18.7,20.75,64.0,557.0,False
2025-01-28 01:37:45.122131,18.7,20.75,64.0,560.0,False
2025-01-28 01:37:51.198552,18.7,20.75,64.0,560.0,False
2025-01-28 01:37:57.267449,18.7,20.75,64.0,560.0,False
2025-01-28 01:38:03.341358,18.7,20.75,64.0,556.0,False
2025-01-28 01:38:09.408424,18.7,20.75,64.0,556.0,False
2025-01-28 01:38:15.489788,18.7,20.75,64.0,550.0,False
2025-01-28 01:38:21.553045,18.7,20.75,64.0,554.0,False
2025-01-28 01:38:27.632137,18.7,20.75,64.0,553.0,False
2025-01-28 01:38:33.705146,18.7,20.75,64.0,552.0,False
2025-01-28 01:38:39.787111,18.7,20.75,64.0,555.0,False
2025-01-28 01:38:45.853614,18.7,20.75,64.0,559.0,False
2025-01-28 01:38:51.930272,18.7,20.75,64.0,560.0,False
2025-01-28 01:38:58.023902,18.7,20.75,64.0,559.0,False
2025-01-28 01:39:04.080049,18.7,20.75,64.0,558.0,False
2025-01-28 01:39:10.144947,18.7,20.75,64.0,558.0,False
2025-01-28 01:39:16.214019,18.7,20.75,64.0,551.0,False
2025-01-28 01:39:22.287557,18.7,20.75,64.0,557.0,False
2025-01-28 01:39:28.375300,18.7,20.75,64.0,555.0,False
2025-01-28 01:39:34.455176,18.7,20.75,64.0,555.0,False
2025-01-28 01:39:40.555357,18.7,20.75,64.0,544.0,False
2025-01-28 01:39:46.627169,18.7,20.75,64.0,560.0,False
2025-01-28 01:39:52.696148,18.7,20.75,64.0,551.0,False
2025-01-28 01:39:58.766985,18.7,20.75,64.0,546.0,False
2025-01-28 01:40:04.851587,18.7,20.75,64.0,550.0,False
2025-01-28 01:40:10.935006,18.7,20.75,64.0,555.0,False
2025-01-28 01:40:16.997250,18.7,20.75,64.0,559.0,False
2025-01-28 01:40:23.072591,18.7,20.75,64.0,557.0,False
2025-01-28 01:40:29.142012,18.7,20.75,64.0,560.0,False
2025-01-28 01:40:35.224714,18.7,20.75,64.0,560.0,False
2025-01-28 01:40:41.306104,18.7,20.75,64.0,560.0,False
2025-01-28 01:40:47.386597,18.7,20.75,64.0,554.0,False
2025-01-28 01:40:53.491903,18.7,20.75,64.0,558.0,False
2025-01-28 01:40:59.557579,18.7,20.75,64.0,555.0,False
2025-01-28 01:41:05.635820,18.7,20.75,64.0,557.0,False
2025-01-28 01:41:11.722533,18.7,20.75,64.0,554.0,False
2025-01-28 01:41:17.781898,18.7,20.75,64.0,559.0,False
2025-01-28 01:41:23.867237,18.7,20.75,64.0,558.0,False
2025-01-28 01:41:29.916842,18.7,20.75,64.0,560.0,False
2025-01-28 01:41:35.991776,18.7,20.75,64.0,560.0,False
2025-01-28 01:41:42.049151,18.7,20.75,64.0,559.0,False
2025-01-28 01:41:48.112794,18.7,20.75,64.0,560.0,False
2025-01-28 01:41:54.200073,18.7,20.75,64.0,557.0,False
2025-01-28 01:42:00.271345,18.7,20.75,64.0,554.0,False
2025-01-28 01:42:06.367063,18.7,20.75,64.0,548.0,False
2025-01-28 01:42:12.455732,18.7,20.75,64.0,543.0,False
2025-01-28 01:42:18.521144,18.7,20.75,64.0,557.0,False
2025-01-28 01:42:24.577950,18.7,20.75,64.0,558.0,False
2025-01-28 01:42:30.648499,18.7,20.75,64.0,560.0,False
2025-01-28 01:42:36.718857,18.7,20.75,64.0,559.0,False
2025-01-28 01:42:42.800833,18.7,20.75,64.0,560.0,False
2025-01-28 01:42:48.890996,18.7,20.75,64.0,555.0,False
2025-01-28 01:42:54.952950,18.7,20.75,64.0,555.0,False
2025-01-28 01:43:01.022081,18.7,20.75,64.0,555.0,False
2025-01-28 01:43:07.103868,18.7,20.75,64.0,553.0,False
2025-01-28 01:43:13.190762,18.7,20.75,64.0,561.0,False
2025-01-28 01:43:19.280515,18.7,20.75,64.0,556.0,False
2025-01-28 01:43:25.369670,18.7,20.75,64.0,559.0,False
2025-01-28 01:43:31.450678,18.7,20.75,64.0,560.0,False
2025-01-28 01:43:37.521897,18.7,20.75,64.0,542.0,False
2025-01-28 01:43:43.593814,18.7,20.75,64.0,557.0,False
2025-01-28 01:43:49.676021,18.7,20.75,64.0,555.0,False
2025-01-28 01:43:55.727023,18.7,20.75,64.0,557.0,False
2025-01-28 01:44:01.801769,18.7,20.75,64.0,558.0,False
2025-01-28 01:44:07.874177,18.7,20.75,64.0,561.0,False
2025-01-28 01:44:13.952427,18.7,20.75,64.0,560.0,False
2025-01-28 01:44:20.044306,18.7,20.75,64.0,560.0,False
2025-01-28 01:44:26.117912,18.7,20.75,64.0,557.0,False
2025-01-28 01:44:32.203377,18.7,20.75,64.0,570.0,False
2025-01-28 01:44:38.272434,18.7,20.75,64.0,549.0,False
2025-01-28 01:44:44.347246,18.7,20.75,64.0,555.0,False
2025-01-28 01:44:50.426045,18.7,20.75,64.0,554.0,False
2025-01-28 01:44:56.511501,18.7,20.75,64.0,558.0,False
2025-01-28 01:45:02.589058,18.7,20.75,64.0,557.0,False
2025-01-28 01:45:08.638424,18.7,20.75,64.0,558.0,False
2025-01-28 01:45:14.717591,18.7,20.75,64.0,561.0,False
2025-01-28 01:45:20.808213,18.7,20.75,64.0,565.0,False
2025-01-28 01:45:26.859909,18.7,20.75,64.0,559.0,False
2025-01-28 01:45:32.933276,18.7,20.75,64.0,555.0,False
